from,to,album title,primary genre,secondary genre,year of publishing,first grammy category,second grammy category,grammy year,number of grammys per album,number of grammy nominations per album
jlr,vm,Dangerous Woman,3,,2016,4,,2017,0,1
jlr,ps,Dangerous Woman,3,,2016,4,,2017,0,1
jlr,bld,Dangerous Woman,3,,2016,4,,2017,0,1
jlr,ryv,Dangerous Woman,3,,2016,4,,2017,0,1
jlr,lhu,Dangerous Woman,3,,2016,4,,2017,0,1
jlr,nau,Dangerous Woman,3,,2016,4,,2017,0,1
jlr,jrb,Dangerous Woman,3,,2016,4,,2017,0,1
tb,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
tb,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
trs,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
trs,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
sh,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
sh,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
sh,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
mm,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
mm,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
mm,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
mm,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
il,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
il,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
il,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
il,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
il,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
ry,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
ry,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
ry,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
ry,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
ry,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
ry,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
cfk,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
cfk,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
cfk,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
cfk,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
cfk,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
cfk,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
cfk,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
gtf,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
gtf,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
gtf,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
gtf,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
gtf,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
gtf,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
gtf,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
gtf,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
skh,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
skh,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
skh,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
skh,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
skh,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
skh,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
skh,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
skh,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
skh,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
rt,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
nz,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
zd,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
sau,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
kew,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
lid,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
cac,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
bbo,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
po,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
oak,po,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,po,My Everything (Deluxe),3,,2014,4,,2015,0,1
ap,oak,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,po,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,oak,My Everything (Deluxe),3,,2014,4,,2015,0,1
ps,ap,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,po,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,oak,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,ap,My Everything (Deluxe),3,,2014,4,,2015,0,1
pc,ps,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,po,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,oak,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,ap,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,ps,My Everything (Deluxe),3,,2014,4,,2015,0,1
joa,pc,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,po,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,oak,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,ap,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,ps,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,pc,My Everything (Deluxe),3,,2014,4,,2015,0,1
rjk,joa,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,po,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,oak,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,ap,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,ps,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,pc,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,joa,My Everything (Deluxe),3,,2014,4,,2015,0,1
pdw,rjk,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,po,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,oak,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,ap,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,ps,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,pc,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,joa,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,rjk,My Everything (Deluxe),3,,2014,4,,2015,0,1
vm,pdw,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,ry,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,cfk,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,gtf,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,skh,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,rt,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,nz,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,zd,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,sau,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,kew,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,lid,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,cac,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,bbo,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,po,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,oak,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,ap,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,ps,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,pc,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,joa,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,rjk,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,pdw,My Everything (Deluxe),3,,2014,4,,2015,0,1
rg,vm,My Everything (Deluxe),3,,2014,4,,2015,0,1
daj,trs,My Everything (Deluxe),3,,2014,4,,2015,0,1
daj,tb,My Everything (Deluxe),3,,2014,4,,2015,0,1
daj,arg,My Everything (Deluxe),3,,2014,4,,2015,0,1
daj,sh,My Everything (Deluxe),3,,2014,4,,2015,0,1
daj,mm,My Everything (Deluxe),3,,2014,4,,2015,0,1
daj,il,My Everything (Deluxe),3,,2014,4,,2015,0,1
